Havaintoasema;Päivä.Kuukausi.Vuosi Aika [Paikallinen aika];Keskituulen nopeus [m/s]
Helsinki-Vantaan lentoasema;27.12.2022 21:57;4.6
Helsinki-Vantaan lentoasema;27.12.2022 21:58;4.6
Helsinki-Vantaan lentoasema;27.12.2022 21:59;4.6
Helsinki-Vantaan lentoasema;27.12.2022 22:00;4.6
Helsinki-Vantaan lentoasema;27.12.2022 22:01;4.6
Helsinki-Vantaan lentoasema;27.12.2022 22:02;4.6
Helsinki-Vantaan lentoasema;27.12.2022 22:03;4.6
Helsinki-Vantaan lentoasema;27.12.2022 22:04;4.6
Helsinki-Vantaan lentoasema;27.12.2022 22:05;4.6
Helsinki-Vantaan lentoasema;27.12.2022 22:06;4.5
Helsinki-Vantaan lentoasema;27.12.2022 22:07;4.5
Helsinki-Vantaan lentoasema;27.12.2022 22:08;4.4
Helsinki-Vantaan lentoasema;27.12.2022 22:09;4.3
Helsinki-Vantaan lentoasema;27.12.2022 22:10;4.3
Helsinki-Vantaan lentoasema;27.12.2022 22:11;4.2
Helsinki-Vantaan lentoasema;27.12.2022 22:12;4.1
Helsinki-Vantaan lentoasema;27.12.2022 22:13;4
Helsinki-Vantaan lentoasema;27.12.2022 22:14;3.9
Helsinki-Vantaan lentoasema;27.12.2022 22:15;3.8
Helsinki-Vantaan lentoasema;27.12.2022 22:16;3.8
Helsinki-Vantaan lentoasema;27.12.2022 22:17;3.8
Helsinki-Vantaan lentoasema;27.12.2022 22:18;3.8
Helsinki-Vantaan lentoasema;27.12.2022 22:19;3.7
Helsinki-Vantaan lentoasema;27.12.2022 22:20;3.6
Helsinki-Vantaan lentoasema;27.12.2022 22:21;3.6
Helsinki-Vantaan lentoasema;27.12.2022 22:22;3.6
Helsinki-Vantaan lentoasema;27.12.2022 22:23;3.6
Helsinki-Vantaan lentoasema;27.12.2022 22:24;3.6
Helsinki-Vantaan lentoasema;27.12.2022 22:25;3.5
Helsinki-Vantaan lentoasema;27.12.2022 22:26;3.4
Helsinki-Vantaan lentoasema;27.12.2022 22:27;3.3
Helsinki-Vantaan lentoasema;27.12.2022 22:28;3.3
Helsinki-Vantaan lentoasema;27.12.2022 22:29;3.3
Helsinki-Vantaan lentoasema;27.12.2022 22:30;3.2
Helsinki-Vantaan lentoasema;27.12.2022 22:31;3.3
Helsinki-Vantaan lentoasema;27.12.2022 22:32;3.3
Helsinki-Vantaan lentoasema;27.12.2022 22:33;3.4
Helsinki-Vantaan lentoasema;27.12.2022 22:34;3.4
Helsinki-Vantaan lentoasema;27.12.2022 22:35;3.5
Helsinki-Vantaan lentoasema;27.12.2022 22:36;3.5
Helsinki-Vantaan lentoasema;27.12.2022 22:37;3.6
Helsinki-Vantaan lentoasema;27.12.2022 22:38;3.7
Helsinki-Vantaan lentoasema;27.12.2022 22:39;3.7
Helsinki-Vantaan lentoasema;27.12.2022 22:40;3.8
Helsinki-Vantaan lentoasema;27.12.2022 22:41;3.8
Helsinki-Vantaan lentoasema;27.12.2022 22:42;3.8
Helsinki-Vantaan lentoasema;27.12.2022 22:43;3.9
Helsinki-Vantaan lentoasema;27.12.2022 22:44;4
Helsinki-Vantaan lentoasema;27.12.2022 22:45;4.1
Helsinki-Vantaan lentoasema;27.12.2022 22:46;4.2
Helsinki-Vantaan lentoasema;27.12.2022 22:47;4.2
Helsinki-Vantaan lentoasema;27.12.2022 22:48;4.2
Helsinki-Vantaan lentoasema;27.12.2022 22:49;4.2
Helsinki-Vantaan lentoasema;27.12.2022 22:50;4.2
Helsinki-Vantaan lentoasema;27.12.2022 22:51;4.3
Helsinki-Vantaan lentoasema;27.12.2022 22:52;4.2
Helsinki-Vantaan lentoasema;27.12.2022 22:53;4.1
Helsinki-Vantaan lentoasema;27.12.2022 22:54;4
Helsinki-Vantaan lentoasema;27.12.2022 22:55;3.9
Helsinki-Vantaan lentoasema;27.12.2022 22:56;3.8
Helsinki-Vantaan lentoasema;27.12.2022 22:57;3.7
Helsinki-Vantaan lentoasema;27.12.2022 22:58;3.7
Helsinki-Vantaan lentoasema;27.12.2022 22:59;3.6
Helsinki-Vantaan lentoasema;27.12.2022 23:00;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:01;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:02;3.4
Helsinki-Vantaan lentoasema;27.12.2022 23:03;3.4
Helsinki-Vantaan lentoasema;27.12.2022 23:04;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:05;3.6
Helsinki-Vantaan lentoasema;27.12.2022 23:06;3.7
Helsinki-Vantaan lentoasema;27.12.2022 23:07;3.8
Helsinki-Vantaan lentoasema;27.12.2022 23:08;3.8
Helsinki-Vantaan lentoasema;27.12.2022 23:09;3.8
Helsinki-Vantaan lentoasema;27.12.2022 23:10;3.8
Helsinki-Vantaan lentoasema;27.12.2022 23:11;3.8
Helsinki-Vantaan lentoasema;27.12.2022 23:12;3.8
Helsinki-Vantaan lentoasema;27.12.2022 23:13;3.8
Helsinki-Vantaan lentoasema;27.12.2022 23:14;3.8
Helsinki-Vantaan lentoasema;27.12.2022 23:15;3.7
Helsinki-Vantaan lentoasema;27.12.2022 23:16;3.6
Helsinki-Vantaan lentoasema;27.12.2022 23:17;3.6
Helsinki-Vantaan lentoasema;27.12.2022 23:18;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:19;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:20;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:21;3.6
Helsinki-Vantaan lentoasema;27.12.2022 23:22;3.6
Helsinki-Vantaan lentoasema;27.12.2022 23:23;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:24;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:25;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:26;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:27;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:28;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:29;3.4
Helsinki-Vantaan lentoasema;27.12.2022 23:30;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:31;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:32;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:33;3.5
Helsinki-Vantaan lentoasema;27.12.2022 23:34;3.6
Helsinki-Vantaan lentoasema;27.12.2022 23:35;3.6
Helsinki-Vantaan lentoasema;27.12.2022 23:36;3.7
Helsinki-Vantaan lentoasema;27.12.2022 23:37;3.8
Helsinki-Vantaan lentoasema;27.12.2022 23:38;3.9
Helsinki-Vantaan lentoasema;27.12.2022 23:39;4
Helsinki-Vantaan lentoasema;27.12.2022 23:40;4.1
Helsinki-Vantaan lentoasema;27.12.2022 23:41;4.1
Helsinki-Vantaan lentoasema;27.12.2022 23:42;4.1
Helsinki-Vantaan lentoasema;27.12.2022 23:43;4.2
Helsinki-Vantaan lentoasema;27.12.2022 23:44;4.2
Helsinki-Vantaan lentoasema;27.12.2022 23:45;4.2
Helsinki-Vantaan lentoasema;27.12.2022 23:46;4.3
Helsinki-Vantaan lentoasema;27.12.2022 23:47;4.2
Helsinki-Vantaan lentoasema;27.12.2022 23:48;4.2
Helsinki-Vantaan lentoasema;27.12.2022 23:49;4.2
Helsinki-Vantaan lentoasema;27.12.2022 23:50;4.1
Helsinki-Vantaan lentoasema;27.12.2022 23:51;4.1
Helsinki-Vantaan lentoasema;27.12.2022 23:52;4.2
Helsinki-Vantaan lentoasema;27.12.2022 23:53;4.2
Helsinki-Vantaan lentoasema;27.12.2022 23:54;4.1
Helsinki-Vantaan lentoasema;27.12.2022 23:55;4.1
Helsinki-Vantaan lentoasema;27.12.2022 23:56;4
Helsinki-Vantaan lentoasema;27.12.2022 23:57;4.1
Helsinki-Vantaan lentoasema;27.12.2022 23:58;4
Helsinki-Vantaan lentoasema;27.12.2022 23:59;3.9
Helsinki-Vantaan lentoasema;28.12.2022 00:00;4
Helsinki-Vantaan lentoasema;28.12.2022 00:01;4
Helsinki-Vantaan lentoasema;28.12.2022 00:02;4
Helsinki-Vantaan lentoasema;28.12.2022 00:03;4
Helsinki-Vantaan lentoasema;28.12.2022 00:04;4
Helsinki-Vantaan lentoasema;28.12.2022 00:05;4
Helsinki-Vantaan lentoasema;28.12.2022 00:06;4.1
Helsinki-Vantaan lentoasema;28.12.2022 00:07;4.1
Helsinki-Vantaan lentoasema;28.12.2022 00:08;4.2
Helsinki-Vantaan lentoasema;28.12.2022 00:09;4.2
Helsinki-Vantaan lentoasema;28.12.2022 00:10;4.2
Helsinki-Vantaan lentoasema;28.12.2022 00:11;4.2
Helsinki-Vantaan lentoasema;28.12.2022 00:12;4.1
Helsinki-Vantaan lentoasema;28.12.2022 00:13;4.2
Helsinki-Vantaan lentoasema;28.12.2022 00:14;4.3
Helsinki-Vantaan lentoasema;28.12.2022 00:15;4.3
Helsinki-Vantaan lentoasema;28.12.2022 00:16;4.3
Helsinki-Vantaan lentoasema;28.12.2022 00:17;4.3
Helsinki-Vantaan lentoasema;28.12.2022 00:18;4.4
Helsinki-Vantaan lentoasema;28.12.2022 00:19;4.5
Helsinki-Vantaan lentoasema;28.12.2022 00:20;4.6
Helsinki-Vantaan lentoasema;28.12.2022 00:21;4.6
Helsinki-Vantaan lentoasema;28.12.2022 00:22;4.8
Helsinki-Vantaan lentoasema;28.12.2022 00:23;4.8
Helsinki-Vantaan lentoasema;28.12.2022 00:24;4.8
Helsinki-Vantaan lentoasema;28.12.2022 00:25;4.9
Helsinki-Vantaan lentoasema;28.12.2022 00:26;4.9
Helsinki-Vantaan lentoasema;28.12.2022 00:27;5
Helsinki-Vantaan lentoasema;28.12.2022 00:28;5
Helsinki-Vantaan lentoasema;28.12.2022 00:29;5
Helsinki-Vantaan lentoasema;28.12.2022 00:30;5.1
Helsinki-Vantaan lentoasema;28.12.2022 00:31;5.1
Helsinki-Vantaan lentoasema;28.12.2022 00:32;5
Helsinki-Vantaan lentoasema;28.12.2022 00:33;5
Helsinki-Vantaan lentoasema;28.12.2022 00:34;5
Helsinki-Vantaan lentoasema;28.12.2022 00:35;5
Helsinki-Vantaan lentoasema;28.12.2022 00:36;5
Helsinki-Vantaan lentoasema;28.12.2022 00:37;5
Helsinki-Vantaan lentoasema;28.12.2022 00:38;5
Helsinki-Vantaan lentoasema;28.12.2022 00:39;4.9
Helsinki-Vantaan lentoasema;28.12.2022 00:40;4.9
Helsinki-Vantaan lentoasema;28.12.2022 00:41;4.8
Helsinki-Vantaan lentoasema;28.12.2022 00:42;4.9
Helsinki-Vantaan lentoasema;28.12.2022 00:43;4.9
Helsinki-Vantaan lentoasema;28.12.2022 00:44;4.9
Helsinki-Vantaan lentoasema;28.12.2022 00:45;4.9
Helsinki-Vantaan lentoasema;28.12.2022 00:46;4.9
Helsinki-Vantaan lentoasema;28.12.2022 00:47;4.8
Helsinki-Vantaan lentoasema;28.12.2022 00:48;4.8
Helsinki-Vantaan lentoasema;28.12.2022 00:49;4.8
Helsinki-Vantaan lentoasema;28.12.2022 00:50;4.7
Helsinki-Vantaan lentoasema;28.12.2022 00:51;4.8
Helsinki-Vantaan lentoasema;28.12.2022 00:52;4.7
Helsinki-Vantaan lentoasema;28.12.2022 00:53;4.6
Helsinki-Vantaan lentoasema;28.12.2022 00:54;4.5
Helsinki-Vantaan lentoasema;28.12.2022 00:55;4.5
Helsinki-Vantaan lentoasema;28.12.2022 00:56;4.6
Helsinki-Vantaan lentoasema;28.12.2022 00:57;4.6
Helsinki-Vantaan lentoasema;28.12.2022 00:58;4.7
Helsinki-Vantaan lentoasema;28.12.2022 00:59;4.7
Helsinki-Vantaan lentoasema;28.12.2022 01:00;4.7
Helsinki-Vantaan lentoasema;28.12.2022 01:01;4.6
Helsinki-Vantaan lentoasema;28.12.2022 01:02;4.5
Helsinki-Vantaan lentoasema;28.12.2022 01:03;4.6
Helsinki-Vantaan lentoasema;28.12.2022 01:04;4.7
Helsinki-Vantaan lentoasema;28.12.2022 01:05;4.7
Helsinki-Vantaan lentoasema;28.12.2022 01:06;4.7
Helsinki-Vantaan lentoasema;28.12.2022 01:07;4.6
Helsinki-Vantaan lentoasema;28.12.2022 01:08;4.6
Helsinki-Vantaan lentoasema;28.12.2022 01:09;4.8
Helsinki-Vantaan lentoasema;28.12.2022 01:10;4.9
Helsinki-Vantaan lentoasema;28.12.2022 01:11;5
Helsinki-Vantaan lentoasema;28.12.2022 01:12;5.1
Helsinki-Vantaan lentoasema;28.12.2022 01:13;5.1
Helsinki-Vantaan lentoasema;28.12.2022 01:14;5
Helsinki-Vantaan lentoasema;28.12.2022 01:15;5
Helsinki-Vantaan lentoasema;28.12.2022 01:16;5
Helsinki-Vantaan lentoasema;28.12.2022 01:17;5.1
Helsinki-Vantaan lentoasema;28.12.2022 01:18;5
Helsinki-Vantaan lentoasema;28.12.2022 01:19;4.9
Helsinki-Vantaan lentoasema;28.12.2022 01:20;4.8
Helsinki-Vantaan lentoasema;28.12.2022 01:21;4.9
Helsinki-Vantaan lentoasema;28.12.2022 01:22;4.9
Helsinki-Vantaan lentoasema;28.12.2022 01:23;4.9
Helsinki-Vantaan lentoasema;28.12.2022 01:24;5
Helsinki-Vantaan lentoasema;28.12.2022 01:25;5
Helsinki-Vantaan lentoasema;28.12.2022 01:26;5
Helsinki-Vantaan lentoasema;28.12.2022 01:27;4.8
Helsinki-Vantaan lentoasema;28.12.2022 01:28;4.8
Helsinki-Vantaan lentoasema;28.12.2022 01:29;4.8
Helsinki-Vantaan lentoasema;28.12.2022 01:30;4.8
Helsinki-Vantaan lentoasema;28.12.2022 01:31;4.7
Helsinki-Vantaan lentoasema;28.12.2022 01:32;4.7
Helsinki-Vantaan lentoasema;28.12.2022 01:33;4.7
Helsinki-Vantaan lentoasema;28.12.2022 01:34;4.8
Helsinki-Vantaan lentoasema;28.12.2022 01:35;4.9
Helsinki-Vantaan lentoasema;28.12.2022 01:36;5
Helsinki-Vantaan lentoasema;28.12.2022 01:37;5.1
Helsinki-Vantaan lentoasema;28.12.2022 01:38;5.3
Helsinki-Vantaan lentoasema;28.12.2022 01:39;5.3
Helsinki-Vantaan lentoasema;28.12.2022 01:40;5.2
Helsinki-Vantaan lentoasema;28.12.2022 01:41;5.2
Helsinki-Vantaan lentoasema;28.12.2022 01:42;5.3
Helsinki-Vantaan lentoasema;28.12.2022 01:43;5.4
Helsinki-Vantaan lentoasema;28.12.2022 01:44;5.4
Helsinki-Vantaan lentoasema;28.12.2022 01:45;5.5
Helsinki-Vantaan lentoasema;28.12.2022 01:46;5.4
Helsinki-Vantaan lentoasema;28.12.2022 01:47;5.4
Helsinki-Vantaan lentoasema;28.12.2022 01:48;5.4
Helsinki-Vantaan lentoasema;28.12.2022 01:49;5.5
Helsinki-Vantaan lentoasema;28.12.2022 01:50;5.5
Helsinki-Vantaan lentoasema;28.12.2022 01:51;5.5
Helsinki-Vantaan lentoasema;28.12.2022 01:52;5.6
Helsinki-Vantaan lentoasema;28.12.2022 01:53;5.5
Helsinki-Vantaan lentoasema;28.12.2022 01:54;5.5
Helsinki-Vantaan lentoasema;28.12.2022 01:55;5.4
Helsinki-Vantaan lentoasema;28.12.2022 01:56;5.5
Helsinki-Vantaan lentoasema;28.12.2022 01:57;5.5
Helsinki-Vantaan lentoasema;28.12.2022 01:58;5.6
Helsinki-Vantaan lentoasema;28.12.2022 01:59;5.5
Helsinki-Vantaan lentoasema;28.12.2022 02:00;5.5
Helsinki-Vantaan lentoasema;28.12.2022 02:01;5.5
Helsinki-Vantaan lentoasema;28.12.2022 02:02;5.4
Helsinki-Vantaan lentoasema;28.12.2022 02:03;5.4
Helsinki-Vantaan lentoasema;28.12.2022 02:04;5.3
Helsinki-Vantaan lentoasema;28.12.2022 02:05;5.2
Helsinki-Vantaan lentoasema;28.12.2022 02:06;4.9
Helsinki-Vantaan lentoasema;28.12.2022 02:07;4.6
Helsinki-Vantaan lentoasema;28.12.2022 02:08;4.4
Helsinki-Vantaan lentoasema;28.12.2022 02:09;4.3
Helsinki-Vantaan lentoasema;28.12.2022 02:10;4.1
Helsinki-Vantaan lentoasema;28.12.2022 02:11;4
Helsinki-Vantaan lentoasema;28.12.2022 02:12;4
Helsinki-Vantaan lentoasema;28.12.2022 02:13;3.9
Helsinki-Vantaan lentoasema;28.12.2022 02:14;3.8
Helsinki-Vantaan lentoasema;28.12.2022 02:15;3.9
Helsinki-Vantaan lentoasema;28.12.2022 02:16;3.9
Helsinki-Vantaan lentoasema;28.12.2022 02:17;3.9
Helsinki-Vantaan lentoasema;28.12.2022 02:18;3.9
Helsinki-Vantaan lentoasema;28.12.2022 02:19;4
Helsinki-Vantaan lentoasema;28.12.2022 02:20;4
Helsinki-Vantaan lentoasema;28.12.2022 02:21;4
Helsinki-Vantaan lentoasema;28.12.2022 02:22;4
Helsinki-Vantaan lentoasema;28.12.2022 02:23;4
Helsinki-Vantaan lentoasema;28.12.2022 02:24;3.9
Helsinki-Vantaan lentoasema;28.12.2022 02:25;3.9
Helsinki-Vantaan lentoasema;28.12.2022 02:26;4
Helsinki-Vantaan lentoasema;28.12.2022 02:27;4
Helsinki-Vantaan lentoasema;28.12.2022 02:28;4.1
Helsinki-Vantaan lentoasema;28.12.2022 02:29;4.1
Helsinki-Vantaan lentoasema;28.12.2022 02:30;4.3
Helsinki-Vantaan lentoasema;28.12.2022 02:31;4.3
Helsinki-Vantaan lentoasema;28.12.2022 02:32;4.5
Helsinki-Vantaan lentoasema;28.12.2022 02:33;4.7
Helsinki-Vantaan lentoasema;28.12.2022 02:34;4.8
Helsinki-Vantaan lentoasema;28.12.2022 02:35;5
Helsinki-Vantaan lentoasema;28.12.2022 02:36;5
Helsinki-Vantaan lentoasema;28.12.2022 02:37;5.2
Helsinki-Vantaan lentoasema;28.12.2022 02:38;5.3
Helsinki-Vantaan lentoasema;28.12.2022 02:39;5.2
Helsinki-Vantaan lentoasema;28.12.2022 02:40;5.2
Helsinki-Vantaan lentoasema;28.12.2022 02:41;5.1
Helsinki-Vantaan lentoasema;28.12.2022 02:42;4.9
Helsinki-Vantaan lentoasema;28.12.2022 02:43;4.9
Helsinki-Vantaan lentoasema;28.12.2022 02:44;4.8
Helsinki-Vantaan lentoasema;28.12.2022 02:45;4.7
Helsinki-Vantaan lentoasema;28.12.2022 02:46;4.7
Helsinki-Vantaan lentoasema;28.12.2022 02:47;4.4
Helsinki-Vantaan lentoasema;28.12.2022 02:48;4.4
Helsinki-Vantaan lentoasema;28.12.2022 02:49;4.3
Helsinki-Vantaan lentoasema;28.12.2022 02:50;4.2
Helsinki-Vantaan lentoasema;28.12.2022 02:51;4.2
Helsinki-Vantaan lentoasema;28.12.2022 02:52;4.2
Helsinki-Vantaan lentoasema;28.12.2022 02:53;4
Helsinki-Vantaan lentoasema;28.12.2022 02:54;4
Helsinki-Vantaan lentoasema;28.12.2022 02:55;4
Helsinki-Vantaan lentoasema;28.12.2022 02:56;3.9
Helsinki-Vantaan lentoasema;28.12.2022 02:57;3.9
Helsinki-Vantaan lentoasema;28.12.2022 02:58;3.8
Helsinki-Vantaan lentoasema;28.12.2022 02:59;3.8
Helsinki-Vantaan lentoasema;28.12.2022 03:00;3.9
Helsinki-Vantaan lentoasema;28.12.2022 03:01;3.8
Helsinki-Vantaan lentoasema;28.12.2022 03:02;3.8
Helsinki-Vantaan lentoasema;28.12.2022 03:03;3.7
Helsinki-Vantaan lentoasema;28.12.2022 03:04;3.7
Helsinki-Vantaan lentoasema;28.12.2022 03:05;3.6
Helsinki-Vantaan lentoasema;28.12.2022 03:06;3.5
Helsinki-Vantaan lentoasema;28.12.2022 03:07;3.4
Helsinki-Vantaan lentoasema;28.12.2022 03:08;3.3
Helsinki-Vantaan lentoasema;28.12.2022 03:09;3.1
Helsinki-Vantaan lentoasema;28.12.2022 03:10;3
Helsinki-Vantaan lentoasema;28.12.2022 03:11;3
Helsinki-Vantaan lentoasema;28.12.2022 03:12;2.9
Helsinki-Vantaan lentoasema;28.12.2022 03:13;2.9
Helsinki-Vantaan lentoasema;28.12.2022 03:14;2.8
Helsinki-Vantaan lentoasema;28.12.2022 03:15;2.8
Helsinki-Vantaan lentoasema;28.12.2022 03:16;2.8
Helsinki-Vantaan lentoasema;28.12.2022 03:17;2.8
Helsinki-Vantaan lentoasema;28.12.2022 03:18;2.9
Helsinki-Vantaan lentoasema;28.12.2022 03:19;2.9
Helsinki-Vantaan lentoasema;28.12.2022 03:20;2.9
Helsinki-Vantaan lentoasema;28.12.2022 03:21;2.8
Helsinki-Vantaan lentoasema;28.12.2022 03:22;2.8
Helsinki-Vantaan lentoasema;28.12.2022 03:23;2.8
Helsinki-Vantaan lentoasema;28.12.2022 03:24;2.7
Helsinki-Vantaan lentoasema;28.12.2022 03:25;2.7
Helsinki-Vantaan lentoasema;28.12.2022 03:26;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:27;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:28;2.5
Helsinki-Vantaan lentoasema;28.12.2022 03:29;2.5
Helsinki-Vantaan lentoasema;28.12.2022 03:30;2.5
Helsinki-Vantaan lentoasema;28.12.2022 03:31;2.5
Helsinki-Vantaan lentoasema;28.12.2022 03:32;2.5
Helsinki-Vantaan lentoasema;28.12.2022 03:33;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:34;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:35;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:36;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:37;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:38;2.7
Helsinki-Vantaan lentoasema;28.12.2022 03:39;2.7
Helsinki-Vantaan lentoasema;28.12.2022 03:40;2.7
Helsinki-Vantaan lentoasema;28.12.2022 03:41;2.7
Helsinki-Vantaan lentoasema;28.12.2022 03:42;2.7
Helsinki-Vantaan lentoasema;28.12.2022 03:43;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:44;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:45;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:46;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:47;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:48;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:49;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:50;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:51;2.6
Helsinki-Vantaan lentoasema;28.12.2022 03:52;2.7
Helsinki-Vantaan lentoasema;28.12.2022 03:53;2.7
Helsinki-Vantaan lentoasema;28.12.2022 03:54;2.8
Helsinki-Vantaan lentoasema;28.12.2022 03:55;2.8
Helsinki-Vantaan lentoasema;28.12.2022 03:56;2.9
Helsinki-Vantaan lentoasema;28.12.2022 03:57;2.9
Helsinki-Vantaan lentoasema;28.12.2022 03:58;3
Helsinki-Vantaan lentoasema;28.12.2022 03:59;3.1
Helsinki-Vantaan lentoasema;28.12.2022 04:00;3.2
Helsinki-Vantaan lentoasema;28.12.2022 04:01;3.3
Helsinki-Vantaan lentoasema;28.12.2022 04:02;3.4
Helsinki-Vantaan lentoasema;28.12.2022 04:03;3.5
Helsinki-Vantaan lentoasema;28.12.2022 04:04;3.5
Helsinki-Vantaan lentoasema;28.12.2022 04:05;3.6
Helsinki-Vantaan lentoasema;28.12.2022 04:06;3.6
Helsinki-Vantaan lentoasema;28.12.2022 04:07;3.6
Helsinki-Vantaan lentoasema;28.12.2022 04:08;3.6
Helsinki-Vantaan lentoasema;28.12.2022 04:09;3.6
Helsinki-Vantaan lentoasema;28.12.2022 04:10;3.7
Helsinki-Vantaan lentoasema;28.12.2022 04:11;3.9
Helsinki-Vantaan lentoasema;28.12.2022 04:12;4
Helsinki-Vantaan lentoasema;28.12.2022 04:13;4
Helsinki-Vantaan lentoasema;28.12.2022 04:14;4
Helsinki-Vantaan lentoasema;28.12.2022 04:15;4
Helsinki-Vantaan lentoasema;28.12.2022 04:16;4
Helsinki-Vantaan lentoasema;28.12.2022 04:17;4
Helsinki-Vantaan lentoasema;28.12.2022 04:18;4
Helsinki-Vantaan lentoasema;28.12.2022 04:19;4
Helsinki-Vantaan lentoasema;28.12.2022 04:20;3.7
Helsinki-Vantaan lentoasema;28.12.2022 04:21;3.5
Helsinki-Vantaan lentoasema;28.12.2022 04:22;3.5
Helsinki-Vantaan lentoasema;28.12.2022 04:23;3.4
Helsinki-Vantaan lentoasema;28.12.2022 04:24;3.3
Helsinki-Vantaan lentoasema;28.12.2022 04:25;3.3
Helsinki-Vantaan lentoasema;28.12.2022 04:26;3.2
Helsinki-Vantaan lentoasema;28.12.2022 04:27;3.3
Helsinki-Vantaan lentoasema;28.12.2022 04:28;3.2
Helsinki-Vantaan lentoasema;28.12.2022 04:29;3.1
Helsinki-Vantaan lentoasema;28.12.2022 04:30;3.1
Helsinki-Vantaan lentoasema;28.12.2022 04:31;3
Helsinki-Vantaan lentoasema;28.12.2022 04:32;2.7
Helsinki-Vantaan lentoasema;28.12.2022 04:33;2.7
Helsinki-Vantaan lentoasema;28.12.2022 04:34;2.6
Helsinki-Vantaan lentoasema;28.12.2022 04:35;2.5
Helsinki-Vantaan lentoasema;28.12.2022 04:36;2.4
Helsinki-Vantaan lentoasema;28.12.2022 04:37;2.3
Helsinki-Vantaan lentoasema;28.12.2022 04:38;2.3
Helsinki-Vantaan lentoasema;28.12.2022 04:39;2.3
Helsinki-Vantaan lentoasema;28.12.2022 04:40;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:41;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:42;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:43;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:44;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:45;2.1
Helsinki-Vantaan lentoasema;28.12.2022 04:46;2.1
Helsinki-Vantaan lentoasema;28.12.2022 04:47;2.1
Helsinki-Vantaan lentoasema;28.12.2022 04:48;2.1
Helsinki-Vantaan lentoasema;28.12.2022 04:49;2.1
Helsinki-Vantaan lentoasema;28.12.2022 04:50;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:51;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:52;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:53;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:54;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:55;2.2
Helsinki-Vantaan lentoasema;28.12.2022 04:56;2.3
Helsinki-Vantaan lentoasema;28.12.2022 04:57;2.3
Helsinki-Vantaan lentoasema;28.12.2022 04:58;2.3
Helsinki-Vantaan lentoasema;28.12.2022 04:59;2.4
Helsinki-Vantaan lentoasema;28.12.2022 05:00;2.4
Helsinki-Vantaan lentoasema;28.12.2022 05:01;2.5
Helsinki-Vantaan lentoasema;28.12.2022 05:02;2.6
Helsinki-Vantaan lentoasema;28.12.2022 05:03;2.6
Helsinki-Vantaan lentoasema;28.12.2022 05:04;2.7
Helsinki-Vantaan lentoasema;28.12.2022 05:05;2.8
Helsinki-Vantaan lentoasema;28.12.2022 05:06;2.9
Helsinki-Vantaan lentoasema;28.12.2022 05:07;3
Helsinki-Vantaan lentoasema;28.12.2022 05:08;3.1
Helsinki-Vantaan lentoasema;28.12.2022 05:09;3.1
Helsinki-Vantaan lentoasema;28.12.2022 05:10;3.2
Helsinki-Vantaan lentoasema;28.12.2022 05:11;3.3
Helsinki-Vantaan lentoasema;28.12.2022 05:12;3.3
Helsinki-Vantaan lentoasema;28.12.2022 05:13;3.4
Helsinki-Vantaan lentoasema;28.12.2022 05:14;3.4
Helsinki-Vantaan lentoasema;28.12.2022 05:15;3.5
